Dataline,Play,ActSceneLine,PlayerLine,split,modern_line_v1,modern_line_final,method,annotator_id,reviewer_id,status,quality_score,confidence,context_window,reference_source,notes,last_updated_utc,row_type,ambiguity_flag,alignment_status,reject_reason
85472,Romeo and Juliet,1.1.160,Out--,train,Out--,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Not having that, which, having, makes them short. || In love? || Out-- || Of love? || Out of her favour, where I am in love.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=160,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
85632,Romeo and Juliet,1.2.75,Whither?,train,where?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Tybalt, Lucio and the lively Helena.' A fair || assembly: whither should they come? || Whither? || To supper, to our house. || Whose house?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=2|line=75,fallback_mode=true | length_outlier | applied=\bwhither\b->where:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
85691,Romeo and Juliet,1.3.26,"That shall she, marry, I remember it well.",train,"That shall she, marry, I remember it well.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"She was too good for me: but, as I said, || On Lammas-eve at night shall she be fourteen, || That shall she, marry, I remember it well. || 'Tis since the earthquake now eleven years, || And she was wean'd,--I never shall forget it,--",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=3|line=26,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
85732,Romeo and Juliet,1.3.67,"Marry, that 'marry' is the very theme",train,"Marry, that 'marry' is the very theme",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"An I might live to see thee married once, || I have my wish. || Marry, that 'marry' is the very theme || I came to talk of. Tell me, daughter Juliet, || How stands your disposition to be married?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=3|line=67,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
85822,Romeo and Juliet,1.4.42,"Of this sir-reverence love, wherein thou stick'st",train,"Of this sir-reverence love, wherein you stick'st",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Tut, dun's the mouse, the constable's own word: || If thou art dun, we'll draw thee from the mire || Of this sir-reverence love, wherein thou stick'st || Up to the ears. Come, we burn daylight, ho! || Nay, that's not so.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=4|line=42,fallback_mode=true | unresolved_lexicon:wherein | applied=\bthou\b->you:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
85995,Romeo and Juliet,1.5.90,"You must contrary me! marry, 'tis time.",train,"You must contrary me! marry, 'tis time.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"You are a saucy boy: is't so, indeed? || This trick may chance to scathe you, I know what: || You must contrary me! marry, 'tis time. || Well said, my hearts! You are a princox, go: || Be quiet, or--More light, more light! For shame!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=5|line=90,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
86025,Romeo and Juliet,1.5.119,"Marry, bachelor,",train,"Marry, bachelor,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Madam, your mother craves a word with you. || What is her mother? || Marry, bachelor, || Her mother is the lady of the house, || And a good lady, and a wise and virtuous",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=5|line=119,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
86046,Romeo and Juliet,1.5.139,"Marry, that, I think, be young Petrucio.",train,"Marry, that, I think, be young Petrucio.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"The son and heir of old Tiberio. || What's he that now is going out of door? || Marry, that, I think, be young Petrucio. || What's he that follows there, that would not dance? || I know not.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=5|line=139,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
86317,Romeo and Juliet,2.2.177,Romeo!,train,Romeo!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"How silver-sweet sound lovers' tongues by night, || Like softest music to attending ears! || Romeo! || My dear? || At what o'clock to-morrow",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=2|line=177,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
86381,Romeo and Juliet,2.3.32,Benedicite!,train,Benedicite!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Full soon the canker death eats up that plant. || Good morrow, father. || Benedicite! || What early tongue so sweet saluteth me? || Young son, it argues a distemper'd head",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=3|line=32,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
86414,Romeo and Juliet,2.3.65,That thou consent to marry us to-day.,train,That you consent to marry us to-day.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"We met, we woo'd and made exchange of vow, || I'll tell thee as we pass, but this I pray, || That thou consent to marry us to-day. || Holy Saint Francis, what a change is here! || Is Rosaline, whom thou didst love so dear,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=3|line=65,fallback_mode=true | unresolved_lexicon:marry | applied=\bthou\b->you:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
86492,Romeo and Juliet,2.4.42,"kitchen-wench, marry, she had a better love to",train,"kitchen-wench, marry, she had a better love to",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"how art thou fishified! Now is he for the numbers || that Petrarch flowed in: Laura to his lady was but a || kitchen-wench, marry, she had a better love to || be-rhyme her, Dido a dowdy, Cleopatra a gipsy, || Helen and Hero hildings and harlots, Thisbe a grey",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=42,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
86510,Romeo and Juliet,2.4.60,Right.,train,Right.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Nay, I am the very pink of courtesy. || Pink for flower. || Right. || Why, then is my pump well flowered. || Well said: follow me this jest now till thou hast",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=60,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
86516,Romeo and Juliet,2.4.66,singleness.,train,singleness.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"is worn, the jest may remain after the wearing sole singular. || O single-soled jest, solely singular for the || singleness. || Come between us, good Benvolio, my wits faint. || Switch and spurs, switch and spurs, or I'll cry a match.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=66,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
86549,Romeo and Juliet,2.4.98,Peter!,train,Peter!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"A sail, a sail! || Two, two, a shirt and a smock. || Peter! || Anon! || My fan, Peter.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=98,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
86550,Romeo and Juliet,2.4.99,Anon!,train,soon!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Two, two, a shirt and a smock. || Peter! || Anon! || My fan, Peter. || Good Peter, to hide her face, for her fan's the",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=99,fallback_mode=true | length_outlier | applied=\banon\b->soon:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
86592,Romeo and Juliet,2.4.138,"Marry, farewell! I pray you, sir, what saucy",train,"Marry, farewell! I pray you, sir, what saucy",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Farewell, ancient lady, farewell, || 'lady, lady, lady.' || Marry, farewell! I pray you, sir, what saucy || merchant was this, that was so full of his ropery? || A gentleman, nurse, that loves to hear himself talk,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=138,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
86661,Romeo and Juliet,2.4.206,Peter!,train,Peter!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Commend me to thy lady. || Ay, a thousand times. || Peter! || Anon! || Peter, take my fan, and go before and apace.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=206,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
86662,Romeo and Juliet,2.4.207,Anon!,train,soon!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Ay, a thousand times. || Peter! || Anon! || Peter, take my fan, and go before and apace. || The clock struck nine when I did send the nurse,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=4|line=207,fallback_mode=true | length_outlier | applied=\banon\b->soon:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
86732,Romeo and Juliet,2.5.64,"Are you so hot? marry, come up, I trow,",train,"Are you so hot? marry, come up, I trow,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Where is your mother?' || O God's lady dear! || Are you so hot? marry, come up, I trow, || Is this the poultice for my aching bones? || Henceforward do your messages yourself.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=2|scene=5|line=64,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
86851,Romeo and Juliet,3.1.56,"Marry, go before to field, he'll be your follower,",train,"Marry, go before to field, he'll be your follower,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Well, peace be with you, sir: here comes my man. || But I'll be hanged, sir, if he wear your livery: || Marry, go before to field, he'll be your follower, || Your worship in that sense may call him 'man.' || Romeo, the hate I bear thee can afford",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=56,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
86892,Romeo and Juliet,3.1.93,"Ay, ay, a scratch, a scratch, marry, 'tis enough.",train,"Ay, ay, a scratch, a scratch, marry, 'tis enough.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Is he gone, and hath nothing? || What, art thou hurt? || Ay, ay, a scratch, a scratch, marry, 'tis enough. || Where is my page? Go, villain, fetch a surgeon. || Courage, man, the hurt cannot be much.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=1|line=93,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87265,Romeo and Juliet,3.3.94,Nurse!,train,Nurse!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"For Juliet's sake, for her sake, rise and stand, || Why should you fall into so deep an O? || Nurse! || Ah sir! ah sir! Well, death's the end of all. || Spakest thou of Juliet? how is it with her?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=3|line=94,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
87433,Romeo and Juliet,3.5.37,Madam!,train,Madam!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"O, now be gone, more light and light it grows. || More light and light, more dark and dark our woes! || Madam! || Nurse? || Your lady mother is coming to your chamber:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=37,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
87434,Romeo and Juliet,3.5.38,Nurse?,train,Nurse?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"More light and light, more dark and dark our woes! || Madam! || Nurse? || Your lady mother is coming to your chamber: || The day is broke, be wary, look about.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=38,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
87446,Romeo and Juliet,3.5.48,Farewell!,train,Farewell!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"O, by this count I shall be much in years || Ere I again behold my Romeo! || Farewell! || I will omit no opportunity || That may convey my greetings, love, to thee.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=48,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
87516,Romeo and Juliet,3.5.116,"Marry, my child, early next Thursday morn,",train,"Marry, my child, early next Thursday morn,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"That thou expect'st not nor I look'd not for. || Madam, in happy time, what day is that? || Marry, my child, early next Thursday morn, || The gallant, young and noble gentleman, || The County Paris, at Saint Peter's Church,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=116,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87525,Romeo and Juliet,3.5.125,"I will not marry yet, and, when I do, I swear,",train,"I will not marry yet, and, when I do, I swear,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Ere he, that should be husband, comes to woo. || I pray you, tell my lord and father, madam, || I will not marry yet, and, when I do, I swear, || It shall be Romeo, whom you know I hate, || Rather than Paris. These are news indeed!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=125,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87644,Romeo and Juliet,3.5.241,Amen!,train,Amen!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"And from my soul too, || Or else beshrew them both. || Amen! || What? || Well, thou hast comforted me marvellous much.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=241,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
87645,Romeo and Juliet,3.5.242,What?,train,What?,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Or else beshrew them both. || Amen! || What? || Well, thou hast comforted me marvellous much. || Go in: and tell my lady I am gone,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=242,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
87650,Romeo and Juliet,3.5.247,"Marry, I will, and this is wisely done.",train,"Marry, I will, and this is wisely done.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Having displeased my father, to Laurence' cell, || To make confession and to be absolved. || Marry, I will, and this is wisely done. || Ancient damnation! O most wicked fiend! || Is it more sin to wish me thus forsworn,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=3|scene=5|line=247,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87737,Romeo and Juliet,4.1.72,"If, rather than to marry County Paris,",train,"If, rather than to marry County Paris,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Which craves as desperate an execution. || As that is desperate which we would prevent. || If, rather than to marry County Paris, || Thou hast the strength of will to slay thyself, || Then is it likely thou wilt undertake",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=72,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87743,Romeo and Juliet,4.1.78,"O, bid me leap, rather than marry Paris,",train,"O, bid me leap, rather than marry Paris,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"That copest with death himself to scape from it: || And, if thou darest, I'll give thee remedy. || O, bid me leap, rather than marry Paris, || From off the battlements of yonder tower, || Or walk in thievish ways, or bid me lurk",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=78,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87756,Romeo and Juliet,4.1.91,To marry Paris: Wednesday is to-morrow:,train,To marry Paris: Wednesday is to-morrow:,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"To live an unstain'd wife to my sweet love. || Hold, then, go home, be merry, give consent || To marry Paris: Wednesday is to-morrow: || To-morrow night look that thou lie alone, || Let not thy nurse lie with thee in thy chamber:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=91,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87802,Romeo and Juliet,4.2.6,"Marry, sir, 'tis an ill cook that cannot lick his",train,"Marry, sir, 'tis an ill cook that cannot lick his",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"can lick their fingers. || How canst thou try them so? || Marry, sir, 'tis an ill cook that cannot lick his || own fingers: therefore he that cannot lick his || fingers goes not with me.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=6,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87809,Romeo and Juliet,4.2.12,"Ay, forsooth.",train,"Ay, forsooth.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"We shall be much unfurnished for this time. || What, is my daughter gone to Friar Laurence? || Ay, forsooth. || Well, he may chance to do some good on her: || A peevish self-will'd harlotry it is.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=12,fallback_mode=true | unresolved_lexicon:forsooth,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:forsooth
87828,Romeo and Juliet,4.2.30,"Ay, marry, go, I say, and fetch him hither.",train,"Ay, marry, go, I say, and fetch him here.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Why, I am glad on't, this is well: stand up: || This is as't should be. Let me see the county, || Ay, marry, go, I say, and fetch him hither. || Now, afore God! this reverend holy friar, || Our whole city is much bound to him.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=30,fallback_mode=true | unresolved_lexicon:marry | applied=\bhither\b->here:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
87964,Romeo and Juliet,4.5.8,"Marry, and amen, how sound is she asleep!",train,"Marry, and amen, how sound is she asleep!",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"The County Paris hath set up his rest, || That you shall rest but little. God forgive me, || Marry, and amen, how sound is she asleep! || I must needs wake her. Madam, madam, madam! || Ay, let the county take you in your bed,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=5|line=8,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
88093,Romeo and Juliet,4.5.130,"Marry, sir, because silver hath a sweet sound.",train,"Marry, sir, because silver has a sweet sound.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"why 'silver sound'? why 'music with her silver || sound'? What say you, Simon Catling? || Marry, sir, because silver hath a sweet sound. || Pretty! What say you, Hugh Rebeck? || I say 'silver sound,' because musicians sound for silver.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=5|line=130,fallback_mode=true | unresolved_lexicon:marry | applied=\bhath\b->has:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
88389,Romeo and Juliet,5.3.133,Romeo.,train,Romeo.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,One that you love. || Who is it? || Romeo. || How long hath he been there? || Full half an hour.,https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=133,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
88402,Romeo and Juliet,5.3.146,Romeo!,train,Romeo!,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"I dreamt my master and another fought, || And that my master slew him. || Romeo! || Alack, alack, what blood is this, which stains || The stony entrance of this sepulchre?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=3|line=146,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
96543,Titus Andronicus,1.1.69,"Drums and trumpets sounded. Enter MARTIUS and MUTIUS, After them, two Men bearing a coffin covered with black, then LUCIUS and QUINTUS. After them, TITUS ANDRONICUS, and then TAMORA, with ALARBUS, DEMETRIUS, CHIRON, AARON, and other Goths, prisoners, Soldiers and people following. The Bearers set down the coffin, and TITUS speaks",train,"Drums and trumpets sounded. Enter MARTIUS and MUTIUS, After them, two Men bearing a coffin covered with black, then LUCIUS and QUINTUS. After them, TITUS ANDRONICUS, and then TAMORA, with ALARBUS, DEMETRIUS, CHIRON, AARON, and other Goths, prisoners, Soldiers and people following. The Bearers set down the coffin, and TITUS speaks",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"From where he circumscribed with his sword, || And brought to yoke, the enemies of Rome. || Drums and trumpets sounded. Enter MARTIUS and MUTIUS, After them, two Men bearing a coffin covered with black, then LUCIUS and QUINTUS. After them, TITUS ANDRONICUS, and then TAMORA, with ALARBUS, DEMETRIUS, CHIRON, AARON, and other Goths, prisoners, Soldiers and people following. The Bearers set down the coffin, and TITUS speaks || Hail, Rome, victorious in thy mourning weeds! || Lo, as the bark, that hath discharged her fraught,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=1|scene=1|line=69,fallback_mode=true | length_outlier,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,length_outlier
98115,Titus Andronicus,4.1.123,"Ay, marry, will we, sir, and we'll be waited on.",train,"Ay, marry, will we, sir, and we'll be waited on.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Lavinia, come. Marcus, look to my house: || Lucius and I'll go brave it at the court: || Ay, marry, will we, sir, and we'll be waited on. || O heavens, can you hear a good man groan, || And not relent, or not compassion him?",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=1|line=123,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
98213,Titus Andronicus,4.2.80,"And therein, hellish dog, thou hast undone.",train,"And therein, hellish dog, you have undone.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Thou hast undone our mother. || Villain, I have done thy mother. || And therein, hellish dog, thou hast undone. || Woe to her chance, and damn'd her loathed choice! || Accursed the offspring of so foul a fiend!",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=2|line=80,fallback_mode=true | unresolved_lexicon:therein | applied=\bthou\b->you:1;\bhast\b->have:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:therein
98364,Titus Andronicus,4.3.39,"Marry, for Justice, she is so employ'd,",train,"Marry, for Justice, she is so employ'd,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"No, my good lord, but Pluto sends you word, || If you will have Revenge from hell, you shall: || Marry, for Justice, she is so employ'd, || He thinks, with Jove in heaven, or somewhere else, || So that perforce you must needs stay a time.",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=39,fallback_mode=true | unresolved_lexicon:marry,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:marry
98422,Titus Andronicus,4.3.94,betwixt my uncle and one of the emperial's men.,train,betwixt my uncle and one of the emperial's men.,,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"young days. Why, I am going with my pigeons to the || tribunal plebs, to take up a matter of brawl || betwixt my uncle and one of the emperial's men. || Why, sir, that is as fit as can be to serve for || your oration, and let him deliver the pigeons to",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=3|line=94,fallback_mode=true | unresolved_lexicon:betwixt,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:betwixt
98494,Titus Andronicus,4.4.41,"Yea, forsooth, an your mistership be emperial.",train,"Yea, forsooth, an your mistership be emperial.",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Then is all safe, the anchor's in the port. || How now, good fellow! wouldst thou speak with us? || Yea, forsooth, an your mistership be emperial. || Empress I am, but yonder sits the emperor. || 'Tis he. God and Saint Stephen give you good den:",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=4|scene=4|line=41,fallback_mode=true | unresolved_lexicon:forsooth,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:forsooth
98582,Titus Andronicus,5.1.7,"And wherein Rome hath done you any scath,",train,"And wherein Rome has done you any scath,",,retrieved_paraphrase_guided_original,agent_option_c_fallback,,rejected,2,low,"Therefore, great lords, be, as your titles witness, || Imperious and impatient of your wrongs, || And wherein Rome hath done you any scath, || Let him make treble satisfaction. || Brave slip, sprung from the great Andronicus,",https://www.litcharts.com/shakescleare/shakespeare-translations/henry-iv-part-1|act=5|scene=1|line=7,fallback_mode=true | unresolved_lexicon:wherein | applied=\bhath\b->has:1,2026-04-07T00:34:37+00:00,dialogue,True,not_applicable_fallback,unresolved_lexicon:wherein
